Bianet	v1	en	ku
Bianet	v1	en	tr
Bianet	v1	ku	tr
Books	v1	ca	de
Books	v1	ca	en
Books	v1	ca	hu
Books	v1	ca	nl
Books	v1	de	en
Books	v1	de	eo
Books	v1	de	es
Books	v1	de	fr
Books	v1	de	hu
Books	v1	de	it
Books	v1	de	nl
Books	v1	de	pt
Books	v1	de	ru
Books	v1	el	en
Books	v1	el	es
Books	v1	el	fr
Books	v1	el	hu
Books	v1	en	eo
Books	v1	en	es
Books	v1	en	fi
Books	v1	en	fr
Books	v1	en	hu
Books	v1	en	it
Books	v1	en	nl
Books	v1	en	no
Books	v1	en	pl
Books	v1	en	pt
Books	v1	en	ru
Books	v1	en	sv
Books	v1	eo	es
Books	v1	eo	fr
Books	v1	eo	hu
Books	v1	eo	it
Books	v1	eo	pt
Books	v1	es	fi
Books	v1	es	fr
Books	v1	es	hu
Books	v1	es	it
Books	v1	es	nl
Books	v1	es	no
Books	v1	es	pt
Books	v1	es	ru
Books	v1	fi	fr
Books	v1	fi	hu
Books	v1	fi	no
Books	v1	fi	pl
Books	v1	fr	hu
Books	v1	fr	it
Books	v1	fr	nl
Books	v1	fr	no
Books	v1	fr	pl
Books	v1	fr	pt
Books	v1	fr	ru
Books	v1	fr	sv
Books	v1	hu	it
Books	v1	hu	nl
Books	v1	hu	no
Books	v1	hu	pl
Books	v1	hu	pt
Books	v1	hu	ru
Books	v1	it	nl
Books	v1	it	pt
Books	v1	it	ru
Books	v1	it	sv
CAPES	v1	en	pt
CCAligned	v1	af	en
CCAligned	v1	ak	en
CCAligned	v1	am	en
CCAligned	v1	ar	en
CCAligned	v1	as	en
CCAligned	v1	ay	en
CCAligned	v1	az	en
CCAligned	v1	be	en
CCAligned	v1	bg	en
CCAligned	v1	bm	en
CCAligned	v1	bn	en
CCAligned	v1	br	en
CCAligned	v1	bs	en
CCAligned	v1	ca	en
CCAligned	v1	cb	en
CCAligned	v1	cs	en
CCAligned	v1	cx	en
CCAligned	v1	cy	en
CCAligned	v1	da	en
CCAligned	v1	de	en
CCAligned	v1	el	en
CCAligned	v1	en	es
CCAligned	v1	en	et
CCAligned	v1	en	fa
CCAligned	v1	en	ff
CCAligned	v1	en	fi
CCAligned	v1	en	fr
CCAligned	v1	en	gu
CCAligned	v1	en	ha
CCAligned	v1	en	he
CCAligned	v1	en	hi
CCAligned	v1	en	hr
CCAligned	v1	en	ht
CCAligned	v1	en	hu
CCAligned	v1	en	hy
